Date,Temperature,Humidity
2023-01-01,20.993428306022466,47.88120158988649
2023-01-02,19.761177961479728,47.74549832923469
2023-01-03,21.370789667737426,41.04692179973425
2023-01-04,23.15917725985734,48.38725533726083
2023-01-05,19.682514144805886,53.71442009949169
2023-01-06,19.72024818320906,43.69168217192459
2023-01-07,23.38464625058872,55.31782370237924
2023-01-08,21.79878538396411,52.52685175584172
2023-01-09,19.362658707542476,46.42937768792158
2023-01-10,21.424414832113392,49.405462123097735
2023-01-11,19.45014180078683,58.117284645250265
2023-01-12,19.483194760917566,53.805979177679504
2023-01-13,20.936249997323518,50.19472201419693
2023-01-14,16.663429719891106,48.97494983151777
2023-01-15,17.07781233256405,50.55897341287353
2023-01-16,19.440723225445073,47.629670803494356
2023-01-17,18.577278292240546,39.67730040612868
2023-01-18,21.269068874534064,60.42449555847914
2023-01-19,18.862150627115106,51.00278772309273
2023-01-20,17.891206301738492,52.22945434486035
2023-01-21,23.684715991135995,49.961733053538985
2023-01-22,20.339459889175334,46.58823999517212
2023-01-23,20.963651689843218,49.34675212280019
2023-01-24,18.016669917474506,42.29194949889125
2023-01-25,19.81495953521933,61.686902756721224
2023-01-26,21.163116008986172,44.141455325922635
2023-01-27,18.676816137123964,45.16672696609358
2023-01-28,21.767717874534632,48.137803367146766
2023-01-29,19.85254855391805,56.79201687429687
2023-01-30,20.507927546889636,50.43671988527745
2023-01-31,19.925375418529633,44.19603024649413
2023-02-01,24.870802559514384,56.6609329876631
2023-02-02,21.17669270695691,54.05677381539116
2023-02-03,19.125689150553516,53.106472426315946
2023-02-04,22.92360703871191,54.005493186881665
2023-02-05,18.87421794277369,62.411153127615165
2023-02-06,21.771001751526182,61.377336967315415
2023-02-07,17.471284391835542,47.0308017891992
2023-02-08,18.771582848114463,58.59631654591159
2023-02-09,21.858987421445054,52.40524259477879
2023-02-10,22.979487280502447,52.9973876982378
2023-02-11,21.88255849053202,42.05305825930106
2023-02-12,21.345771277981722,49.67498413993685
2023-02-13,21.012083943592728,46.47529223495476
2023-02-14,18.69444789421664,54.692198072292676
2023-02-15,20.24898051759579,55.919796823508236
2023-02-16,20.804544442573146,40.20444932363302
2023-02-17,23.87719494947352,50.47918987056118
2023-02-18,22.48729052326155,56.21115110218765
2023-02-19,18.31105148750096,49.680924351190804
2023-02-20,22.522351470961464,54.272109090385165
2023-02-21,21.141044058330476,52.39508594538819
2023-02-22,20.594362532169225,52.36002346937488
2023-02-23,23.20852932467508,49.30760700334979
2023-02-24,24.08411778115279,44.59373326007979
2023-02-25,23.92159221327868,45.08143765498133
2023-02-26,20.41748089237549,54.24829772133281
2023-02-27,21.514345351369407,50.81126875055008
2023-02-28,22.83212080661779,50.03385406214473
2023-03-01,24.157477191724286,48.619398295524604
2023-03-02,21.284800085268852,49.22533283285206
2023-03-03,21.908560338249536,55.99825983844297
2023-03-04,20.103905659101084,49.09989943652871
2023-03-05,19.96082673764724,44.08321035487126
2023-03-06,24.01492255116141,54.519201891788505
2023-03-07,25.13894790513332,49.78896372625692
2023-03-08,22.319010047172227,50.98272526513963
2023-03-09,24.506623509339583,58.87603114342145
2023-03-10,23.259321648411603,50.747725202355916
2023-03-11,21.282265916567074,52.30882935783999
2023-03-12,23.331715888630008,44.98067108609693
2023-03-13,25.721379968950576,49.78931330016563
2023-03-14,22.609999305495887,53.94765719810532
2023-03-15,25.8472451155895,43.13551902566376
2023-03-16,17.5147353723752,51.92896811781368
2023-03-17,24.434259206594206,51.441047129309965
2023-03-18,23.000737277210177,51.15587223632466
2023-03-19,22.264777193762413,56.147566644433425
2023-03-20,23.08242149883633,52.64629584063318
2023-03-21,18.959828951364916,58.37678771799359
2023-03-22,22.531648110628602,46.030799374752114
2023-03-23,23.721199893798236,51.690682204172184
2023-03-24,25.99870295186231,51.44569932643254
2023-03-25,22.042271273577025,45.68939248539131
2023-03-26,21.497677577845696,55.829432979867114
2023-03-27,22.146959485978044,62.68361089179747
2023-03-28,25.017041804947812,50.98749368347796
2023-03-29,23.87945848365215,53.60990241327417
